data_seed,node_index,top_k,model_seed_a,model_seed_b,jaccard
2029,496,6,0,1,1.0
2029,496,6,0,2,1.0
2029,496,6,1,2,1.0
2029,496,8,0,1,1.0
2029,496,8,0,2,1.0
2029,496,8,1,2,1.0
2029,482,2,0,1,1.0
2029,482,2,0,2,1.0
2029,482,2,1,2,1.0
2029,482,4,0,1,1.0
2029,482,4,0,2,1.0
2029,482,4,1,2,1.0
2029,482,6,0,1,1.0
2029,482,6,0,2,1.0
2029,482,6,1,2,1.0
2029,482,8,0,1,1.0
2029,482,8,0,2,1.0
2029,482,8,1,2,1.0
2029,320,2,0,1,1.0
2029,320,2,0,2,1.0
2029,320,2,1,2,1.0
2029,320,4,0,1,1.0
2029,320,4,0,2,1.0
2029,320,4,1,2,1.0
2029,320,6,0,1,1.0
2029,320,6,0,2,1.0
2029,320,6,1,2,1.0
2029,320,8,0,1,1.0
2029,320,8,0,2,1.0
2029,320,8,1,2,1.0
2029,456,2,0,1,1.0
2029,456,2,0,2,1.0
2029,456,2,1,2,1.0
2029,456,4,0,1,1.0
2029,456,4,0,2,1.0
2029,456,4,1,2,1.0
2029,456,6,0,1,1.0
2029,456,6,0,2,1.0
2029,456,6,1,2,1.0
2029,456,8,0,1,1.0
2029,456,8,0,2,1.0
2029,456,8,1,2,1.0
2030,352,2,0,1,1.0
2030,352,2,0,2,1.0
2030,352,2,1,2,1.0
2030,352,4,0,1,1.0
2030,352,4,0,2,1.0
2030,352,4,1,2,1.0
2030,352,6,0,1,1.0
2030,352,6,0,2,1.0
2030,352,6,1,2,1.0
2030,352,8,0,1,1.0
2030,352,8,0,2,1.0
2030,352,8,1,2,1.0
2030,235,2,0,1,1.0
2030,235,2,0,2,1.0
2030,235,2,1,2,1.0
2030,235,4,0,1,1.0
2030,235,4,0,2,1.0
2030,235,4,1,2,1.0
2030,235,6,0,1,1.0
2030,235,6,0,2,1.0
2030,235,6,1,2,1.0
2030,235,8,0,1,1.0
2030,235,8,0,2,1.0
2030,235,8,1,2,1.0
2030,496,2,0,1,1.0
2030,496,2,0,2,1.0
2030,496,2,1,2,1.0
2030,496,4,0,1,1.0
2030,496,4,0,2,1.0
2030,496,4,1,2,1.0
2030,496,6,0,1,1.0
2030,496,6,0,2,1.0
2030,496,6,1,2,1.0
2030,496,8,0,1,1.0
2030,496,8,0,2,1.0
2030,496,8,1,2,1.0
2030,197,2,0,1,1.0
2030,197,2,0,2,1.0
2030,197,2,1,2,1.0
2030,197,4,0,1,1.0
2030,197,4,0,2,1.0
2030,197,4,1,2,1.0
2030,197,6,0,1,1.0
2030,197,6,0,2,1.0
2030,197,6,1,2,1.0
2030,197,8,0,1,1.0
2030,197,8,0,2,1.0
2030,197,8,1,2,1.0
2030,296,2,0,1,1.0
2030,296,2,0,2,1.0
2030,296,2,1,2,1.0
2030,296,4,0,1,1.0
2030,296,4,0,2,1.0
2030,296,4,1,2,1.0
2030,296,6,0,1,1.0
2030,296,6,0,2,1.0
2030,296,6,1,2,1.0
2030,296,8,0,1,1.0
2030,296,8,0,2,1.0
2030,296,8,1,2,1.0
2030,479,2,0,1,1.0
2030,479,2,0,2,1.0
2030,479,2,1,2,1.0
2030,479,4,0,1,1.0
2030,479,4,0,2,1.0
2030,479,4,1,2,1.0
2030,479,6,0,1,1.0
2030,479,6,0,2,1.0
2030,479,6,1,2,1.0
2030,479,8,0,1,1.0
2030,479,8,0,2,1.0
2030,479,8,1,2,1.0
2030,467,2,0,1,1.0
2030,467,2,0,2,1.0
2030,467,2,1,2,1.0
2030,467,4,0,1,1.0
2030,467,4,0,2,1.0
2030,467,4,1,2,1.0
2030,467,6,0,1,1.0
2030,467,6,0,2,1.0
2030,467,6,1,2,1.0
2030,467,8,0,1,1.0
2030,467,8,0,2,1.0
2030,467,8,1,2,1.0
2030,462,2,0,1,1.0
2030,462,2,0,2,1.0
2030,462,2,1,2,1.0
2030,462,4,0,1,0.6
2030,462,4,0,2,0.6
2030,462,4,1,2,1.0
2030,462,6,0,1,1.0
2030,462,6,0,2,1.0
2030,462,6,1,2,1.0
2030,462,8,0,1,1.0
2030,462,8,0,2,1.0
2030,462,8,1,2,1.0
2030,300,2,0,1,1.0
2030,300,2,0,2,1.0
2030,300,2,1,2,1.0
2030,300,4,0,1,1.0
2030,300,4,0,2,1.0
2030,300,4,1,2,1.0
2030,300,6,0,1,1.0
2030,300,6,0,2,1.0
2030,300,6,1,2,1.0
2030,300,8,0,1,1.0
2030,300,8,0,2,1.0
2030,300,8,1,2,1.0
2030,568,2,0,1,1.0
2030,568,2,0,2,1.0
2030,568,2,1,2,1.0
2030,568,4,0,1,1.0
2030,568,4,0,2,1.0
2030,568,4,1,2,1.0
2030,568,6,0,1,1.0
2030,568,6,0,2,1.0
2030,568,6,1,2,1.0
2030,568,8,0,1,1.0
2030,568,8,0,2,1.0
2030,568,8,1,2,1.0
2030,203,2,0,1,1.0
2030,203,2,0,2,1.0
2030,203,2,1,2,1.0
2030,203,4,0,1,1.0
2030,203,4,0,2,1.0
2030,203,4,1,2,1.0
2030,203,6,0,1,1.0
2030,203,6,0,2,1.0
2030,203,6,1,2,1.0
2030,203,8,0,1,1.0
2030,203,8,0,2,1.0
2030,203,8,1,2,1.0
2030,540,2,0,1,1.0
2030,540,2,0,2,1.0
2030,540,2,1,2,1.0
2030,540,4,0,1,1.0
2030,540,4,0,2,1.0
2030,540,4,1,2,1.0
2030,540,6,0,1,1.0
2030,540,6,0,2,1.0
2030,540,6,1,2,1.0
2030,540,8,0,1,1.0
2030,540,8,0,2,1.0
2030,540,8,1,2,1.0
2030,207,2,0,1,1.0
2030,207,2,0,2,1.0
2030,207,2,1,2,1.0
2030,207,4,0,1,1.0
2030,207,4,0,2,1.0
2030,207,4,1,2,1.0
2030,207,6,0,1,1.0
2030,207,6,0,2,1.0
2030,207,6,1,2,1.0
2030,207,8,0,1,1.0
2030,207,8,0,2,1.0
2030,207,8,1,2,1.0
2030,562,2,0,1,1.0
2030,562,2,0,2,1.0
2030,562,2,1,2,1.0
2030,562,4,0,1,1.0
2030,562,4,0,2,1.0
2030,562,4,1,2,1.0
2030,562,6,0,1,1.0
2030,562,6,0,2,1.0
2030,562,6,1,2,1.0
2030,562,8,0,1,1.0
2030,562,8,0,2,1.0
2030,562,8,1,2,1.0
2030,577,2,0,1,1.0
2030,577,2,0,2,1.0
2030,577,2,1,2,1.0
2030,577,4,0,1,1.0
2030,577,4,0,2,1.0
2030,577,4,1,2,1.0
2030,577,6,0,1,1.0
2030,577,6,0,2,1.0
2030,577,6,1,2,1.0
2030,577,8,0,1,1.0
2030,577,8,0,2,1.0
2030,577,8,1,2,1.0
2030,330,2,0,1,1.0
2030,330,2,0,2,1.0
2030,330,2,1,2,1.0
2030,330,4,0,1,1.0
2030,330,4,0,2,1.0
2030,330,4,1,2,1.0
2030,330,6,0,1,1.0
2030,330,6,0,2,1.0
2030,330,6,1,2,1.0
2030,330,8,0,1,1.0
2030,330,8,0,2,1.0
2030,330,8,1,2,1.0
2030,500,2,0,1,1.0
2030,500,2,0,2,1.0
2030,500,2,1,2,1.0
2030,500,4,0,1,1.0
2030,500,4,0,2,1.0
2030,500,4,1,2,1.0
2030,500,6,0,1,1.0
2030,500,6,0,2,1.0
2030,500,6,1,2,1.0
2030,500,8,0,1,1.0
2030,500,8,0,2,1.0
2030,500,8,1,2,1.0
2030,165,2,0,1,1.0
2030,165,2,0,2,1.0
2030,165,2,1,2,1.0
2030,165,4,0,1,1.0
2030,165,4,0,2,1.0
2030,165,4,1,2,1.0
2030,165,6,0,1,1.0
2030,165,6,0,2,1.0
2030,165,6,1,2,1.0
2030,165,8,0,1,1.0
2030,165,8,0,2,1.0
2030,165,8,1,2,1.0
2030,574,2,0,1,1.0
2030,574,2,0,2,1.0
2030,574,2,1,2,1.0
2030,574,4,0,1,1.0
2030,574,4,0,2,1.0
2030,574,4,1,2,1.0
2030,574,6,0,1,1.0
2030,574,6,0,2,1.0
2030,574,6,1,2,1.0
2030,574,8,0,1,1.0
2030,574,8,0,2,1.0
2030,574,8,1,2,1.0
2030,412,2,0,1,1.0
2030,412,2,0,2,1.0
2030,412,2,1,2,1.0
2030,412,4,0,1,1.0
2030,412,4,0,2,1.0
2030,412,4,1,2,1.0
2030,412,6,0,1,1.0
2030,412,6,0,2,1.0
2030,412,6,1,2,1.0
2030,412,8,0,1,1.0
2030,412,8,0,2,1.0
2030,412,8,1,2,1.0
