data_seed,model_seed,node_index,repetition,top_k,jaccard
2027,0,591,7,6,1.0
2027,0,591,7,8,1.0
2027,0,591,8,2,1.0
2027,0,591,8,4,1.0
2027,0,591,8,6,1.0
2027,0,591,8,8,1.0
2027,0,591,9,2,1.0
2027,0,591,9,4,1.0
2027,0,591,9,6,1.0
2027,0,591,9,8,1.0
2027,0,519,0,2,1.0
2027,0,519,0,4,1.0
2027,0,519,0,6,1.0
2027,0,519,0,8,1.0
2027,0,519,1,2,1.0
2027,0,519,1,4,1.0
2027,0,519,1,6,1.0
2027,0,519,1,8,1.0
2027,0,519,2,2,1.0
2027,0,519,2,4,1.0
2027,0,519,2,6,1.0
2027,0,519,2,8,1.0
2027,0,519,3,2,1.0
2027,0,519,3,4,1.0
2027,0,519,3,6,1.0
2027,0,519,3,8,1.0
2027,0,519,4,2,1.0
2027,0,519,4,4,1.0
2027,0,519,4,6,1.0
2027,0,519,4,8,1.0
2027,0,519,5,2,1.0
2027,0,519,5,4,1.0
2027,0,519,5,6,1.0
2027,0,519,5,8,1.0
2027,0,519,6,2,1.0
2027,0,519,6,4,1.0
2027,0,519,6,6,1.0
2027,0,519,6,8,1.0
2027,0,519,7,2,1.0
2027,0,519,7,4,1.0
2027,0,519,7,6,1.0
2027,0,519,7,8,1.0
2027,0,519,8,2,1.0
2027,0,519,8,4,1.0
2027,0,519,8,6,1.0
2027,0,519,8,8,1.0
2027,0,519,9,2,1.0
2027,0,519,9,4,1.0
2027,0,519,9,6,1.0
2027,0,519,9,8,1.0
2027,0,138,0,2,1.0
2027,0,138,0,4,1.0
2027,0,138,0,6,1.0
2027,0,138,0,8,1.0
2027,0,138,1,2,1.0
2027,0,138,1,4,1.0
2027,0,138,1,6,1.0
2027,0,138,1,8,1.0
2027,0,138,2,2,1.0
2027,0,138,2,4,1.0
2027,0,138,2,6,1.0
2027,0,138,2,8,1.0
2027,0,138,3,2,1.0
2027,0,138,3,4,1.0
2027,0,138,3,6,1.0
2027,0,138,3,8,1.0
2027,0,138,4,2,1.0
2027,0,138,4,4,1.0
2027,0,138,4,6,1.0
2027,0,138,4,8,1.0
2027,0,138,5,2,1.0
2027,0,138,5,4,1.0
2027,0,138,5,6,1.0
2027,0,138,5,8,1.0
2027,0,138,6,2,1.0
2027,0,138,6,4,1.0
2027,0,138,6,6,1.0
2027,0,138,6,8,1.0
2027,0,138,7,2,1.0
2027,0,138,7,4,1.0
2027,0,138,7,6,1.0
2027,0,138,7,8,1.0
2027,0,138,8,2,1.0
2027,0,138,8,4,1.0
2027,0,138,8,6,1.0
2027,0,138,8,8,1.0
2027,0,138,9,2,1.0
2027,0,138,9,4,1.0
2027,0,138,9,6,1.0
2027,0,138,9,8,1.0
2027,0,322,0,2,1.0
2027,0,322,0,4,1.0
2027,0,322,0,6,1.0
2027,0,322,0,8,1.0
2027,0,322,1,2,1.0
2027,0,322,1,4,1.0
2027,0,322,1,6,1.0
2027,0,322,1,8,1.0
2027,0,322,2,2,1.0
2027,0,322,2,4,1.0
2027,0,322,2,6,1.0
2027,0,322,2,8,1.0
2027,0,322,3,2,1.0
2027,0,322,3,4,1.0
2027,0,322,3,6,1.0
2027,0,322,3,8,1.0
2027,0,322,4,2,1.0
2027,0,322,4,4,1.0
2027,0,322,4,6,1.0
2027,0,322,4,8,1.0
2027,0,322,5,2,1.0
2027,0,322,5,4,1.0
2027,0,322,5,6,1.0
2027,0,322,5,8,1.0
2027,0,322,6,2,1.0
2027,0,322,6,4,1.0
2027,0,322,6,6,1.0
2027,0,322,6,8,1.0
2027,0,322,7,2,1.0
2027,0,322,7,4,1.0
2027,0,322,7,6,1.0
2027,0,322,7,8,1.0
2027,0,322,8,2,1.0
2027,0,322,8,4,1.0
2027,0,322,8,6,1.0
2027,0,322,8,8,1.0
2027,0,322,9,2,1.0
2027,0,322,9,4,1.0
2027,0,322,9,6,1.0
2027,0,322,9,8,1.0
2027,0,164,0,2,1.0
2027,0,164,0,4,1.0
2027,0,164,0,6,1.0
2027,0,164,0,8,1.0
2027,0,164,1,2,1.0
2027,0,164,1,4,1.0
2027,0,164,1,6,1.0
2027,0,164,1,8,1.0
2027,0,164,2,2,1.0
2027,0,164,2,4,1.0
2027,0,164,2,6,1.0
2027,0,164,2,8,1.0
2027,0,164,3,2,1.0
2027,0,164,3,4,1.0
2027,0,164,3,6,1.0
2027,0,164,3,8,1.0
2027,0,164,4,2,1.0
2027,0,164,4,4,1.0
2027,0,164,4,6,1.0
2027,0,164,4,8,1.0
2027,0,164,5,2,1.0
2027,0,164,5,4,1.0
2027,0,164,5,6,1.0
2027,0,164,5,8,1.0
2027,0,164,6,2,1.0
2027,0,164,6,4,1.0
2027,0,164,6,6,1.0
2027,0,164,6,8,1.0
2027,0,164,7,2,1.0
2027,0,164,7,4,1.0
2027,0,164,7,6,1.0
2027,0,164,7,8,1.0
2027,0,164,8,2,1.0
2027,0,164,8,4,1.0
2027,0,164,8,6,1.0
2027,0,164,8,8,1.0
2027,0,164,9,2,1.0
2027,0,164,9,4,1.0
2027,0,164,9,6,1.0
2027,0,164,9,8,1.0
2027,0,468,0,2,1.0
2027,0,468,0,4,1.0
2027,0,468,0,6,1.0
2027,0,468,0,8,1.0
2027,0,468,1,2,1.0
2027,0,468,1,4,1.0
2027,0,468,1,6,1.0
2027,0,468,1,8,1.0
2027,0,468,2,2,1.0
2027,0,468,2,4,1.0
2027,0,468,2,6,1.0
2027,0,468,2,8,1.0
2027,0,468,3,2,1.0
2027,0,468,3,4,1.0
2027,0,468,3,6,1.0
2027,0,468,3,8,1.0
2027,0,468,4,2,1.0
2027,0,468,4,4,1.0
2027,0,468,4,6,1.0
2027,0,468,4,8,1.0
2027,0,468,5,2,1.0
2027,0,468,5,4,1.0
2027,0,468,5,6,1.0
2027,0,468,5,8,1.0
2027,0,468,6,2,1.0
2027,0,468,6,4,1.0
2027,0,468,6,6,1.0
2027,0,468,6,8,1.0
2027,0,468,7,2,1.0
2027,0,468,7,4,1.0
2027,0,468,7,6,1.0
2027,0,468,7,8,1.0
2027,0,468,8,2,1.0
2027,0,468,8,4,1.0
2027,0,468,8,6,1.0
2027,0,468,8,8,1.0
2027,0,468,9,2,1.0
2027,0,468,9,4,1.0
2027,0,468,9,6,1.0
2027,0,468,9,8,1.0
2027,0,285,0,2,1.0
2027,0,285,0,4,1.0
2027,0,285,0,6,1.0
2027,0,285,0,8,1.0
2027,0,285,1,2,1.0
2027,0,285,1,4,1.0
2027,0,285,1,6,1.0
2027,0,285,1,8,1.0
2027,0,285,2,2,1.0
2027,0,285,2,4,1.0
2027,0,285,2,6,1.0
2027,0,285,2,8,1.0
2027,0,285,3,2,1.0
2027,0,285,3,4,1.0
2027,0,285,3,6,1.0
2027,0,285,3,8,1.0
2027,0,285,4,2,1.0
2027,0,285,4,4,1.0
2027,0,285,4,6,1.0
2027,0,285,4,8,1.0
2027,0,285,5,2,1.0
2027,0,285,5,4,1.0
2027,0,285,5,6,1.0
2027,0,285,5,8,1.0
2027,0,285,6,2,1.0
2027,0,285,6,4,1.0
2027,0,285,6,6,1.0
2027,0,285,6,8,1.0
2027,0,285,7,2,1.0
2027,0,285,7,4,1.0
2027,0,285,7,6,1.0
2027,0,285,7,8,1.0
2027,0,285,8,2,1.0
2027,0,285,8,4,1.0
2027,0,285,8,6,1.0
2027,0,285,8,8,1.0
2027,0,285,9,2,1.0
2027,0,285,9,4,1.0
2027,0,285,9,6,1.0
2027,0,285,9,8,1.0
2027,0,76,0,2,1.0
2027,0,76,0,4,1.0
2027,0,76,0,6,1.0
2027,0,76,0,8,1.0
2027,0,76,1,2,1.0
2027,0,76,1,4,1.0
2027,0,76,1,6,1.0
2027,0,76,1,8,1.0
2027,0,76,2,2,1.0
2027,0,76,2,4,1.0
2027,0,76,2,6,1.0
2027,0,76,2,8,1.0
2027,0,76,3,2,1.0
2027,0,76,3,4,1.0
2027,0,76,3,6,1.0
2027,0,76,3,8,1.0
2027,0,76,4,2,1.0
2027,0,76,4,4,1.0
2027,0,76,4,6,1.0
2027,0,76,4,8,1.0
2027,0,76,5,2,1.0
2027,0,76,5,4,1.0
2027,0,76,5,6,1.0
2027,0,76,5,8,1.0
2027,0,76,6,2,1.0
2027,0,76,6,4,1.0
2027,0,76,6,6,1.0
2027,0,76,6,8,1.0
2027,0,76,7,2,1.0
2027,0,76,7,4,1.0
2027,0,76,7,6,1.0
2027,0,76,7,8,1.0
2027,0,76,8,2,1.0
2027,0,76,8,4,1.0
2027,0,76,8,6,1.0
2027,0,76,8,8,1.0
2027,0,76,9,2,1.0
2027,0,76,9,4,1.0
2027,0,76,9,6,1.0
2027,0,76,9,8,1.0
2027,0,75,0,2,1.0
2027,0,75,0,4,1.0
2027,0,75,0,6,1.0
2027,0,75,0,8,1.0
2027,0,75,1,2,1.0
2027,0,75,1,4,1.0
2027,0,75,1,6,1.0
2027,0,75,1,8,1.0
2027,0,75,2,2,1.0
2027,0,75,2,4,1.0
2027,0,75,2,6,1.0
2027,0,75,2,8,1.0
2027,0,75,3,2,1.0
2027,0,75,3,4,1.0
2027,0,75,3,6,1.0
2027,0,75,3,8,1.0
2027,0,75,4,2,1.0
2027,0,75,4,4,1.0
2027,0,75,4,6,1.0
2027,0,75,4,8,1.0
2027,0,75,5,2,1.0
2027,0,75,5,4,1.0
2027,0,75,5,6,1.0
2027,0,75,5,8,1.0
2027,0,75,6,2,1.0
2027,0,75,6,4,1.0
2027,0,75,6,6,1.0
2027,0,75,6,8,1.0
2027,0,75,7,2,1.0
2027,0,75,7,4,1.0
2027,0,75,7,6,1.0
2027,0,75,7,8,1.0
2027,0,75,8,2,1.0
2027,0,75,8,4,1.0
2027,0,75,8,6,1.0
2027,0,75,8,8,1.0
2027,0,75,9,2,1.0
2027,0,75,9,4,1.0
2027,0,75,9,6,1.0
2027,0,75,9,8,1.0
2027,0,232,0,2,1.0
2027,0,232,0,4,1.0
2027,0,232,0,6,1.0
2027,0,232,0,8,1.0
2027,0,232,1,2,1.0
2027,0,232,1,4,1.0
2027,0,232,1,6,1.0
2027,0,232,1,8,1.0
2027,0,232,2,2,1.0
2027,0,232,2,4,1.0
2027,0,232,2,6,1.0
2027,0,232,2,8,1.0
2027,0,232,3,2,1.0
2027,0,232,3,4,1.0
2027,0,232,3,6,1.0
2027,0,232,3,8,1.0
2027,0,232,4,2,1.0
2027,0,232,4,4,1.0
2027,0,232,4,6,1.0
2027,0,232,4,8,1.0
2027,0,232,5,2,1.0
2027,0,232,5,4,1.0
2027,0,232,5,6,1.0
2027,0,232,5,8,1.0
2027,0,232,6,2,1.0
2027,0,232,6,4,1.0
2027,0,232,6,6,1.0
2027,0,232,6,8,1.0
2027,0,232,7,2,1.0
2027,0,232,7,4,1.0
2027,0,232,7,6,1.0
2027,0,232,7,8,1.0
2027,0,232,8,2,1.0
2027,0,232,8,4,1.0
2027,0,232,8,6,1.0
2027,0,232,8,8,1.0
2027,0,232,9,2,1.0
2027,0,232,9,4,1.0
2027,0,232,9,6,1.0
2027,0,232,9,8,1.0
2027,0,165,0,2,1.0
2027,0,165,0,4,1.0
2027,0,165,0,6,1.0
2027,0,165,0,8,1.0
2027,0,165,1,2,1.0
2027,0,165,1,4,1.0
2027,0,165,1,6,1.0
2027,0,165,1,8,1.0
2027,0,165,2,2,1.0
2027,0,165,2,4,1.0
2027,0,165,2,6,1.0
2027,0,165,2,8,1.0
2027,0,165,3,2,1.0
2027,0,165,3,4,1.0
2027,0,165,3,6,1.0
2027,0,165,3,8,1.0
2027,0,165,4,2,1.0
2027,0,165,4,4,1.0
2027,0,165,4,6,1.0
2027,0,165,4,8,1.0
2027,0,165,5,2,1.0
2027,0,165,5,4,1.0
2027,0,165,5,6,1.0
2027,0,165,5,8,1.0
2027,0,165,6,2,1.0
2027,0,165,6,4,1.0
2027,0,165,6,6,1.0
2027,0,165,6,8,1.0
2027,0,165,7,2,1.0
2027,0,165,7,4,1.0
2027,0,165,7,6,1.0
2027,0,165,7,8,1.0
2027,0,165,8,2,1.0
2027,0,165,8,4,1.0
2027,0,165,8,6,1.0
2027,0,165,8,8,1.0
2027,0,165,9,2,1.0
2027,0,165,9,4,1.0
2027,0,165,9,6,1.0
2027,0,165,9,8,1.0
2027,0,275,0,2,1.0
2027,0,275,0,4,1.0
2027,0,275,0,6,1.0
2027,0,275,0,8,1.0
2027,0,275,1,2,1.0
2027,0,275,1,4,1.0
2027,0,275,1,6,1.0
2027,0,275,1,8,1.0
2027,0,275,2,2,1.0
2027,0,275,2,4,1.0
2027,0,275,2,6,1.0
2027,0,275,2,8,1.0
2027,0,275,3,2,1.0
2027,0,275,3,4,1.0
2027,0,275,3,6,1.0
2027,0,275,3,8,1.0
2027,0,275,4,2,1.0
2027,0,275,4,4,1.0
2027,0,275,4,6,1.0
2027,0,275,4,8,1.0
2027,0,275,5,2,1.0
2027,0,275,5,4,1.0
2027,0,275,5,6,1.0
2027,0,275,5,8,1.0
2027,0,275,6,2,1.0
2027,0,275,6,4,1.0
2027,0,275,6,6,1.0
2027,0,275,6,8,1.0
2027,0,275,7,2,1.0
2027,0,275,7,4,1.0
2027,0,275,7,6,1.0
2027,0,275,7,8,1.0
2027,0,275,8,2,1.0
2027,0,275,8,4,1.0
2027,0,275,8,6,1.0
2027,0,275,8,8,1.0
2027,0,275,9,2,1.0
2027,0,275,9,4,1.0
2027,0,275,9,6,1.0
2027,0,275,9,8,1.0
2027,0,586,0,2,1.0
2027,0,586,0,4,1.0
2027,0,586,0,6,1.0
2027,0,586,0,8,1.0
2027,0,586,1,2,1.0
2027,0,586,1,4,1.0
2027,0,586,1,6,1.0
2027,0,586,1,8,1.0
2027,0,586,2,2,1.0
2027,0,586,2,4,1.0
2027,0,586,2,6,1.0
2027,0,586,2,8,1.0
2027,0,586,3,2,1.0
2027,0,586,3,4,1.0
2027,0,586,3,6,1.0
2027,0,586,3,8,1.0
2027,0,586,4,2,1.0
2027,0,586,4,4,1.0
2027,0,586,4,6,1.0
2027,0,586,4,8,1.0
2027,0,586,5,2,1.0
2027,0,586,5,4,1.0
2027,0,586,5,6,1.0
2027,0,586,5,8,1.0
2027,0,586,6,2,1.0
2027,0,586,6,4,1.0
2027,0,586,6,6,1.0
2027,0,586,6,8,1.0
2027,0,586,7,2,1.0
2027,0,586,7,4,1.0
2027,0,586,7,6,1.0
2027,0,586,7,8,1.0
2027,0,586,8,2,1.0
2027,0,586,8,4,1.0
2027,0,586,8,6,1.0
2027,0,586,8,8,1.0
2027,0,586,9,2,1.0
2027,0,586,9,4,1.0
2027,0,586,9,6,1.0
2027,0,586,9,8,1.0
2027,1,56,0,2,1.0
2027,1,56,0,4,1.0
2027,1,56,0,6,1.0
2027,1,56,0,8,1.0
2027,1,56,1,2,1.0
2027,1,56,1,4,1.0
2027,1,56,1,6,1.0
2027,1,56,1,8,1.0
2027,1,56,2,2,1.0
2027,1,56,2,4,1.0
2027,1,56,2,6,1.0
2027,1,56,2,8,1.0
2027,1,56,3,2,1.0
2027,1,56,3,4,1.0
2027,1,56,3,6,1.0
2027,1,56,3,8,1.0
2027,1,56,4,2,1.0
2027,1,56,4,4,1.0
2027,1,56,4,6,1.0
2027,1,56,4,8,1.0
2027,1,56,5,2,1.0
2027,1,56,5,4,1.0
2027,1,56,5,6,1.0
2027,1,56,5,8,1.0
2027,1,56,6,2,1.0
2027,1,56,6,4,1.0
2027,1,56,6,6,1.0
2027,1,56,6,8,1.0
2027,1,56,7,2,1.0
2027,1,56,7,4,1.0
2027,1,56,7,6,1.0
2027,1,56,7,8,1.0
2027,1,56,8,2,1.0
2027,1,56,8,4,1.0
2027,1,56,8,6,1.0
2027,1,56,8,8,1.0
2027,1,56,9,2,1.0
2027,1,56,9,4,1.0
2027,1,56,9,6,1.0
2027,1,56,9,8,1.0
2027,1,484,0,2,1.0
2027,1,484,0,4,1.0
2027,1,484,0,6,1.0
2027,1,484,0,8,1.0
2027,1,484,1,2,1.0
2027,1,484,1,4,1.0
2027,1,484,1,6,1.0
2027,1,484,1,8,1.0
2027,1,484,2,2,1.0
2027,1,484,2,4,1.0
2027,1,484,2,6,1.0
2027,1,484,2,8,1.0
2027,1,484,3,2,1.0
2027,1,484,3,4,1.0
2027,1,484,3,6,1.0
2027,1,484,3,8,1.0
2027,1,484,4,2,1.0
2027,1,484,4,4,1.0
2027,1,484,4,6,1.0
2027,1,484,4,8,1.0
2027,1,484,5,2,1.0
2027,1,484,5,4,1.0
2027,1,484,5,6,1.0
2027,1,484,5,8,1.0
2027,1,484,6,2,1.0
2027,1,484,6,4,1.0
2027,1,484,6,6,1.0
2027,1,484,6,8,1.0
2027,1,484,7,2,1.0
2027,1,484,7,4,1.0
2027,1,484,7,6,1.0
2027,1,484,7,8,1.0
2027,1,484,8,2,1.0
2027,1,484,8,4,1.0
2027,1,484,8,6,1.0
2027,1,484,8,8,1.0
2027,1,484,9,2,1.0
2027,1,484,9,4,1.0
2027,1,484,9,6,1.0
2027,1,484,9,8,1.0
2027,1,474,0,2,1.0
2027,1,474,0,4,1.0
2027,1,474,0,6,1.0
2027,1,474,0,8,1.0
2027,1,474,1,2,1.0
2027,1,474,1,4,1.0
2027,1,474,1,6,1.0
2027,1,474,1,8,1.0
2027,1,474,2,2,1.0
2027,1,474,2,4,1.0
2027,1,474,2,6,1.0
2027,1,474,2,8,1.0
2027,1,474,3,2,1.0
2027,1,474,3,4,1.0
2027,1,474,3,6,1.0
2027,1,474,3,8,1.0
2027,1,474,4,2,1.0
2027,1,474,4,4,1.0
2027,1,474,4,6,1.0
2027,1,474,4,8,1.0
2027,1,474,5,2,1.0
2027,1,474,5,4,1.0
2027,1,474,5,6,1.0
2027,1,474,5,8,1.0
2027,1,474,6,2,1.0
2027,1,474,6,4,1.0
2027,1,474,6,6,1.0
2027,1,474,6,8,1.0
2027,1,474,7,2,1.0
2027,1,474,7,4,1.0
2027,1,474,7,6,1.0
2027,1,474,7,8,1.0
2027,1,474,8,2,1.0
2027,1,474,8,4,1.0
2027,1,474,8,6,1.0
2027,1,474,8,8,1.0
2027,1,474,9,2,1.0
2027,1,474,9,4,1.0
2027,1,474,9,6,1.0
2027,1,474,9,8,1.0
2027,1,156,0,2,1.0
2027,1,156,0,4,1.0
2027,1,156,0,6,1.0
2027,1,156,0,8,1.0
2027,1,156,1,2,1.0
2027,1,156,1,4,1.0
2027,1,156,1,6,1.0
2027,1,156,1,8,1.0
2027,1,156,2,2,1.0
2027,1,156,2,4,1.0
2027,1,156,2,6,1.0
2027,1,156,2,8,1.0
2027,1,156,3,2,1.0
2027,1,156,3,4,1.0
2027,1,156,3,6,1.0
2027,1,156,3,8,1.0
2027,1,156,4,2,1.0
2027,1,156,4,4,1.0
2027,1,156,4,6,1.0
2027,1,156,4,8,1.0
2027,1,156,5,2,1.0
2027,1,156,5,4,1.0
2027,1,156,5,6,1.0
2027,1,156,5,8,1.0
2027,1,156,6,2,1.0
2027,1,156,6,4,1.0
2027,1,156,6,6,1.0
2027,1,156,6,8,1.0
2027,1,156,7,2,1.0
2027,1,156,7,4,1.0
2027,1,156,7,6,1.0
2027,1,156,7,8,1.0
2027,1,156,8,2,1.0
2027,1,156,8,4,1.0
2027,1,156,8,6,1.0
2027,1,156,8,8,1.0
2027,1,156,9,2,1.0
2027,1,156,9,4,1.0
2027,1,156,9,6,1.0
2027,1,156,9,8,1.0
2027,1,408,0,2,1.0
2027,1,408,0,4,1.0
2027,1,408,0,6,1.0
2027,1,408,0,8,1.0
2027,1,408,1,2,1.0
2027,1,408,1,4,1.0
2027,1,408,1,6,1.0
2027,1,408,1,8,1.0
2027,1,408,2,2,1.0
2027,1,408,2,4,1.0
2027,1,408,2,6,1.0
2027,1,408,2,8,1.0
2027,1,408,3,2,1.0
2027,1,408,3,4,1.0
2027,1,408,3,6,1.0
2027,1,408,3,8,1.0
2027,1,408,4,2,1.0
2027,1,408,4,4,1.0
2027,1,408,4,6,1.0
2027,1,408,4,8,1.0
2027,1,408,5,2,1.0
2027,1,408,5,4,1.0
2027,1,408,5,6,1.0
2027,1,408,5,8,1.0
2027,1,408,6,2,1.0
2027,1,408,6,4,1.0
2027,1,408,6,6,1.0
2027,1,408,6,8,1.0
2027,1,408,7,2,1.0
2027,1,408,7,4,1.0
2027,1,408,7,6,1.0
2027,1,408,7,8,1.0
2027,1,408,8,2,1.0
2027,1,408,8,4,1.0
2027,1,408,8,6,1.0
2027,1,408,8,8,1.0
2027,1,408,9,2,1.0
2027,1,408,9,4,1.0
2027,1,408,9,6,1.0
2027,1,408,9,8,1.0
2027,1,36,0,2,1.0
2027,1,36,0,4,1.0
2027,1,36,0,6,1.0
2027,1,36,0,8,1.0
2027,1,36,1,2,1.0
2027,1,36,1,4,1.0
2027,1,36,1,6,1.0
2027,1,36,1,8,1.0
2027,1,36,2,2,1.0
2027,1,36,2,4,1.0
2027,1,36,2,6,1.0
2027,1,36,2,8,1.0
2027,1,36,3,2,1.0
2027,1,36,3,4,1.0
2027,1,36,3,6,1.0
2027,1,36,3,8,1.0
2027,1,36,4,2,1.0
2027,1,36,4,4,1.0
2027,1,36,4,6,1.0
2027,1,36,4,8,1.0
2027,1,36,5,2,1.0
2027,1,36,5,4,1.0
2027,1,36,5,6,1.0
2027,1,36,5,8,1.0
2027,1,36,6,2,1.0
2027,1,36,6,4,1.0
2027,1,36,6,6,1.0
2027,1,36,6,8,1.0
2027,1,36,7,2,1.0
2027,1,36,7,4,1.0
2027,1,36,7,6,1.0
2027,1,36,7,8,1.0
2027,1,36,8,2,1.0
2027,1,36,8,4,1.0
2027,1,36,8,6,1.0
2027,1,36,8,8,1.0
2027,1,36,9,2,1.0
2027,1,36,9,4,1.0
2027,1,36,9,6,1.0
2027,1,36,9,8,1.0
2027,1,253,0,2,1.0
2027,1,253,0,4,1.0
2027,1,253,0,6,1.0
2027,1,253,0,8,1.0
2027,1,253,1,2,1.0
2027,1,253,1,4,1.0
2027,1,253,1,6,1.0
2027,1,253,1,8,1.0
2027,1,253,2,2,1.0
2027,1,253,2,4,1.0
2027,1,253,2,6,1.0
2027,1,253,2,8,1.0
2027,1,253,3,2,1.0
2027,1,253,3,4,1.0
2027,1,253,3,6,1.0
2027,1,253,3,8,1.0
2027,1,253,4,2,1.0
2027,1,253,4,4,1.0
2027,1,253,4,6,1.0
2027,1,253,4,8,1.0
2027,1,253,5,2,1.0
2027,1,253,5,4,1.0
2027,1,253,5,6,1.0
2027,1,253,5,8,1.0
2027,1,253,6,2,1.0
2027,1,253,6,4,1.0
2027,1,253,6,6,1.0
2027,1,253,6,8,1.0
2027,1,253,7,2,1.0
2027,1,253,7,4,1.0
2027,1,253,7,6,1.0
2027,1,253,7,8,1.0
2027,1,253,8,2,1.0
2027,1,253,8,4,1.0
2027,1,253,8,6,1.0
2027,1,253,8,8,1.0
2027,1,253,9,2,1.0
2027,1,253,9,4,1.0
2027,1,253,9,6,1.0
2027,1,253,9,8,1.0
2027,1,591,0,2,1.0
2027,1,591,0,4,1.0
2027,1,591,0,6,1.0
2027,1,591,0,8,1.0
2027,1,591,1,2,1.0
2027,1,591,1,4,1.0
2027,1,591,1,6,1.0
2027,1,591,1,8,1.0
2027,1,591,2,2,1.0
2027,1,591,2,4,1.0
2027,1,591,2,6,1.0
2027,1,591,2,8,1.0
2027,1,591,3,2,1.0
2027,1,591,3,4,1.0
2027,1,591,3,6,1.0
2027,1,591,3,8,1.0
2027,1,591,4,2,1.0
2027,1,591,4,4,1.0
2027,1,591,4,6,1.0
2027,1,591,4,8,1.0
2027,1,591,5,2,1.0
2027,1,591,5,4,1.0
2027,1,591,5,6,1.0
2027,1,591,5,8,1.0
2027,1,591,6,2,1.0
2027,1,591,6,4,1.0
2027,1,591,6,6,1.0
2027,1,591,6,8,1.0
2027,1,591,7,2,1.0
2027,1,591,7,4,1.0
2027,1,591,7,6,1.0
2027,1,591,7,8,1.0
2027,1,591,8,2,1.0
2027,1,591,8,4,1.0
2027,1,591,8,6,1.0
2027,1,591,8,8,1.0
2027,1,591,9,2,1.0
2027,1,591,9,4,1.0
2027,1,591,9,6,1.0
2027,1,591,9,8,1.0
2027,1,519,0,2,1.0
2027,1,519,0,4,1.0
2027,1,519,0,6,1.0
2027,1,519,0,8,1.0
2027,1,519,1,2,1.0
2027,1,519,1,4,1.0
2027,1,519,1,6,1.0
2027,1,519,1,8,1.0
2027,1,519,2,2,1.0
2027,1,519,2,4,1.0
2027,1,519,2,6,1.0
2027,1,519,2,8,1.0
2027,1,519,3,2,1.0
2027,1,519,3,4,1.0
2027,1,519,3,6,1.0
2027,1,519,3,8,1.0
2027,1,519,4,2,1.0
2027,1,519,4,4,1.0
2027,1,519,4,6,1.0
2027,1,519,4,8,1.0
2027,1,519,5,2,1.0
2027,1,519,5,4,1.0
2027,1,519,5,6,1.0
2027,1,519,5,8,1.0
2027,1,519,6,2,1.0
2027,1,519,6,4,1.0
2027,1,519,6,6,1.0
2027,1,519,6,8,1.0
2027,1,519,7,2,1.0
2027,1,519,7,4,1.0
2027,1,519,7,6,1.0
2027,1,519,7,8,1.0
2027,1,519,8,2,1.0
2027,1,519,8,4,1.0
2027,1,519,8,6,1.0
2027,1,519,8,8,1.0
2027,1,519,9,2,1.0
2027,1,519,9,4,1.0
2027,1,519,9,6,1.0
2027,1,519,9,8,1.0
2027,1,138,0,2,1.0
2027,1,138,0,4,1.0
2027,1,138,0,6,1.0
2027,1,138,0,8,1.0
2027,1,138,1,2,1.0
2027,1,138,1,4,1.0
2027,1,138,1,6,1.0
2027,1,138,1,8,1.0
2027,1,138,2,2,1.0
2027,1,138,2,4,1.0
2027,1,138,2,6,1.0
2027,1,138,2,8,1.0
2027,1,138,3,2,1.0
2027,1,138,3,4,1.0
2027,1,138,3,6,1.0
2027,1,138,3,8,1.0
2027,1,138,4,2,1.0
2027,1,138,4,4,1.0
2027,1,138,4,6,1.0
2027,1,138,4,8,1.0
2027,1,138,5,2,1.0
2027,1,138,5,4,1.0
2027,1,138,5,6,1.0
2027,1,138,5,8,1.0
2027,1,138,6,2,1.0
2027,1,138,6,4,1.0
2027,1,138,6,6,1.0
2027,1,138,6,8,1.0
2027,1,138,7,2,1.0
2027,1,138,7,4,1.0
2027,1,138,7,6,1.0
2027,1,138,7,8,1.0
2027,1,138,8,2,1.0
2027,1,138,8,4,1.0
2027,1,138,8,6,1.0
2027,1,138,8,8,1.0
2027,1,138,9,2,1.0
2027,1,138,9,4,1.0
2027,1,138,9,6,1.0
2027,1,138,9,8,1.0
2027,1,322,0,2,1.0
2027,1,322,0,4,1.0
2027,1,322,0,6,1.0
2027,1,322,0,8,1.0
2027,1,322,1,2,1.0
2027,1,322,1,4,1.0
2027,1,322,1,6,1.0
2027,1,322,1,8,1.0
2027,1,322,2,2,1.0
2027,1,322,2,4,1.0
2027,1,322,2,6,1.0
2027,1,322,2,8,1.0
2027,1,322,3,2,1.0
2027,1,322,3,4,1.0
2027,1,322,3,6,1.0
2027,1,322,3,8,1.0
2027,1,322,4,2,1.0
2027,1,322,4,4,1.0
2027,1,322,4,6,1.0
2027,1,322,4,8,1.0
2027,1,322,5,2,1.0
2027,1,322,5,4,1.0
2027,1,322,5,6,1.0
2027,1,322,5,8,1.0
2027,1,322,6,2,1.0
2027,1,322,6,4,1.0
2027,1,322,6,6,1.0
2027,1,322,6,8,1.0
2027,1,322,7,2,1.0
2027,1,322,7,4,1.0
2027,1,322,7,6,1.0
2027,1,322,7,8,1.0
2027,1,322,8,2,1.0
2027,1,322,8,4,1.0
2027,1,322,8,6,1.0
2027,1,322,8,8,1.0
2027,1,322,9,2,1.0
2027,1,322,9,4,1.0
2027,1,322,9,6,1.0
2027,1,322,9,8,1.0
2027,1,164,0,2,1.0
