data_seed,model_seed,node_index,repetition,top_k,jaccard
2026,0,526,7,4,1.0
2026,0,526,7,6,1.0
2026,0,526,7,8,1.0
2026,0,526,8,2,1.0
2026,0,526,8,4,1.0
2026,0,526,8,6,1.0
2026,0,526,8,8,1.0
2026,0,526,9,2,1.0
2026,0,526,9,4,1.0
2026,0,526,9,6,1.0
2026,0,526,9,8,1.0
2026,0,69,0,2,1.0
2026,0,69,0,4,1.0
2026,0,69,0,6,1.0
2026,0,69,0,8,1.0
2026,0,69,1,2,1.0
2026,0,69,1,4,1.0
2026,0,69,1,6,1.0
2026,0,69,1,8,1.0
2026,0,69,2,2,1.0
2026,0,69,2,4,1.0
2026,0,69,2,6,1.0
2026,0,69,2,8,1.0
2026,0,69,3,2,1.0
2026,0,69,3,4,1.0
2026,0,69,3,6,1.0
2026,0,69,3,8,1.0
2026,0,69,4,2,1.0
2026,0,69,4,4,1.0
2026,0,69,4,6,1.0
2026,0,69,4,8,1.0
2026,0,69,5,2,1.0
2026,0,69,5,4,1.0
2026,0,69,5,6,1.0
2026,0,69,5,8,1.0
2026,0,69,6,2,1.0
2026,0,69,6,4,1.0
2026,0,69,6,6,1.0
2026,0,69,6,8,1.0
2026,0,69,7,2,1.0
2026,0,69,7,4,1.0
2026,0,69,7,6,1.0
2026,0,69,7,8,1.0
2026,0,69,8,2,1.0
2026,0,69,8,4,1.0
2026,0,69,8,6,1.0
2026,0,69,8,8,1.0
2026,0,69,9,2,1.0
2026,0,69,9,4,1.0
2026,0,69,9,6,1.0
2026,0,69,9,8,1.0
2026,0,575,0,2,1.0
2026,0,575,0,4,1.0
2026,0,575,0,6,1.0
2026,0,575,0,8,1.0
2026,0,575,1,2,1.0
2026,0,575,1,4,1.0
2026,0,575,1,6,1.0
2026,0,575,1,8,1.0
2026,0,575,2,2,1.0
2026,0,575,2,4,1.0
2026,0,575,2,6,1.0
2026,0,575,2,8,1.0
2026,0,575,3,2,1.0
2026,0,575,3,4,1.0
2026,0,575,3,6,1.0
2026,0,575,3,8,1.0
2026,0,575,4,2,1.0
2026,0,575,4,4,1.0
2026,0,575,4,6,1.0
2026,0,575,4,8,1.0
2026,0,575,5,2,1.0
2026,0,575,5,4,1.0
2026,0,575,5,6,1.0
2026,0,575,5,8,1.0
2026,0,575,6,2,1.0
2026,0,575,6,4,1.0
2026,0,575,6,6,1.0
2026,0,575,6,8,1.0
2026,0,575,7,2,1.0
2026,0,575,7,4,1.0
2026,0,575,7,6,1.0
2026,0,575,7,8,1.0
2026,0,575,8,2,1.0
2026,0,575,8,4,1.0
2026,0,575,8,6,1.0
2026,0,575,8,8,1.0
2026,0,575,9,2,1.0
2026,0,575,9,4,1.0
2026,0,575,9,6,1.0
2026,0,575,9,8,1.0
2026,0,448,0,2,1.0
2026,0,448,0,4,1.0
2026,0,448,0,6,1.0
2026,0,448,0,8,1.0
2026,0,448,1,2,1.0
2026,0,448,1,4,1.0
2026,0,448,1,6,1.0
2026,0,448,1,8,1.0
2026,0,448,2,2,1.0
2026,0,448,2,4,1.0
2026,0,448,2,6,1.0
2026,0,448,2,8,1.0
2026,0,448,3,2,1.0
2026,0,448,3,4,1.0
2026,0,448,3,6,1.0
2026,0,448,3,8,1.0
2026,0,448,4,2,1.0
2026,0,448,4,4,1.0
2026,0,448,4,6,1.0
2026,0,448,4,8,1.0
2026,0,448,5,2,1.0
2026,0,448,5,4,1.0
2026,0,448,5,6,1.0
2026,0,448,5,8,1.0
2026,0,448,6,2,1.0
2026,0,448,6,4,1.0
2026,0,448,6,6,1.0
2026,0,448,6,8,1.0
2026,0,448,7,2,1.0
2026,0,448,7,4,1.0
2026,0,448,7,6,1.0
2026,0,448,7,8,1.0
2026,0,448,8,2,1.0
2026,0,448,8,4,1.0
2026,0,448,8,6,1.0
2026,0,448,8,8,1.0
2026,0,448,9,2,1.0
2026,0,448,9,4,1.0
2026,0,448,9,6,1.0
2026,0,448,9,8,1.0
2026,0,594,0,2,1.0
2026,0,594,0,4,1.0
2026,0,594,0,6,1.0
2026,0,594,0,8,1.0
2026,0,594,1,2,1.0
2026,0,594,1,4,1.0
2026,0,594,1,6,1.0
2026,0,594,1,8,1.0
2026,0,594,2,2,1.0
2026,0,594,2,4,1.0
2026,0,594,2,6,1.0
2026,0,594,2,8,1.0
2026,0,594,3,2,1.0
2026,0,594,3,4,1.0
2026,0,594,3,6,1.0
2026,0,594,3,8,1.0
2026,0,594,4,2,1.0
2026,0,594,4,4,1.0
2026,0,594,4,6,1.0
2026,0,594,4,8,1.0
2026,0,594,5,2,1.0
2026,0,594,5,4,1.0
2026,0,594,5,6,1.0
2026,0,594,5,8,1.0
2026,0,594,6,2,1.0
2026,0,594,6,4,1.0
2026,0,594,6,6,1.0
2026,0,594,6,8,1.0
2026,0,594,7,2,1.0
2026,0,594,7,4,1.0
2026,0,594,7,6,1.0
2026,0,594,7,8,1.0
2026,0,594,8,2,1.0
2026,0,594,8,4,1.0
2026,0,594,8,6,1.0
2026,0,594,8,8,1.0
2026,0,594,9,2,1.0
2026,0,594,9,4,1.0
2026,0,594,9,6,1.0
2026,0,594,9,8,1.0
2026,0,256,0,2,1.0
2026,0,256,0,4,1.0
2026,0,256,0,6,1.0
2026,0,256,0,8,1.0
2026,0,256,1,2,1.0
2026,0,256,1,4,1.0
2026,0,256,1,6,1.0
2026,0,256,1,8,1.0
2026,0,256,2,2,1.0
2026,0,256,2,4,1.0
2026,0,256,2,6,1.0
2026,0,256,2,8,1.0
2026,0,256,3,2,1.0
2026,0,256,3,4,1.0
2026,0,256,3,6,1.0
2026,0,256,3,8,1.0
2026,0,256,4,2,1.0
2026,0,256,4,4,1.0
2026,0,256,4,6,1.0
2026,0,256,4,8,1.0
2026,0,256,5,2,1.0
2026,0,256,5,4,1.0
2026,0,256,5,6,1.0
2026,0,256,5,8,1.0
2026,0,256,6,2,1.0
2026,0,256,6,4,1.0
2026,0,256,6,6,1.0
2026,0,256,6,8,1.0
2026,0,256,7,2,1.0
2026,0,256,7,4,1.0
2026,0,256,7,6,1.0
2026,0,256,7,8,1.0
2026,0,256,8,2,1.0
2026,0,256,8,4,1.0
2026,0,256,8,6,1.0
2026,0,256,8,8,1.0
2026,0,256,9,2,1.0
2026,0,256,9,4,1.0
2026,0,256,9,6,1.0
2026,0,256,9,8,1.0
2026,0,126,0,2,1.0
2026,0,126,0,4,1.0
2026,0,126,0,6,1.0
2026,0,126,0,8,1.0
2026,0,126,1,2,1.0
2026,0,126,1,4,1.0
2026,0,126,1,6,1.0
2026,0,126,1,8,1.0
2026,0,126,2,2,1.0
2026,0,126,2,4,1.0
2026,0,126,2,6,1.0
2026,0,126,2,8,1.0
2026,0,126,3,2,1.0
2026,0,126,3,4,1.0
2026,0,126,3,6,1.0
2026,0,126,3,8,1.0
2026,0,126,4,2,1.0
2026,0,126,4,4,1.0
2026,0,126,4,6,1.0
2026,0,126,4,8,1.0
2026,0,126,5,2,1.0
2026,0,126,5,4,1.0
2026,0,126,5,6,1.0
2026,0,126,5,8,1.0
2026,0,126,6,2,1.0
2026,0,126,6,4,1.0
2026,0,126,6,6,1.0
2026,0,126,6,8,1.0
2026,0,126,7,2,1.0
2026,0,126,7,4,1.0
2026,0,126,7,6,1.0
2026,0,126,7,8,1.0
2026,0,126,8,2,1.0
2026,0,126,8,4,1.0
2026,0,126,8,6,1.0
2026,0,126,8,8,1.0
2026,0,126,9,2,1.0
2026,0,126,9,4,1.0
2026,0,126,9,6,1.0
2026,0,126,9,8,1.0
2026,0,251,0,2,1.0
2026,0,251,0,4,1.0
2026,0,251,0,6,1.0
2026,0,251,0,8,1.0
2026,0,251,1,2,1.0
2026,0,251,1,4,1.0
2026,0,251,1,6,1.0
2026,0,251,1,8,1.0
2026,0,251,2,2,1.0
2026,0,251,2,4,1.0
2026,0,251,2,6,1.0
2026,0,251,2,8,1.0
2026,0,251,3,2,1.0
2026,0,251,3,4,1.0
2026,0,251,3,6,1.0
2026,0,251,3,8,1.0
2026,0,251,4,2,1.0
2026,0,251,4,4,1.0
2026,0,251,4,6,1.0
2026,0,251,4,8,1.0
2026,0,251,5,2,1.0
2026,0,251,5,4,1.0
2026,0,251,5,6,1.0
2026,0,251,5,8,1.0
2026,0,251,6,2,1.0
2026,0,251,6,4,1.0
2026,0,251,6,6,1.0
2026,0,251,6,8,1.0
2026,0,251,7,2,1.0
2026,0,251,7,4,1.0
2026,0,251,7,6,1.0
2026,0,251,7,8,1.0
2026,0,251,8,2,1.0
2026,0,251,8,4,1.0
2026,0,251,8,6,1.0
2026,0,251,8,8,1.0
2026,0,251,9,2,1.0
2026,0,251,9,4,1.0
2026,0,251,9,6,1.0
2026,0,251,9,8,1.0
2026,0,110,0,2,1.0
2026,0,110,0,4,1.0
2026,0,110,0,6,1.0
2026,0,110,0,8,1.0
2026,0,110,1,2,1.0
2026,0,110,1,4,1.0
2026,0,110,1,6,1.0
2026,0,110,1,8,1.0
2026,0,110,2,2,1.0
2026,0,110,2,4,1.0
2026,0,110,2,6,1.0
2026,0,110,2,8,1.0
2026,0,110,3,2,1.0
2026,0,110,3,4,1.0
2026,0,110,3,6,1.0
2026,0,110,3,8,1.0
2026,0,110,4,2,1.0
2026,0,110,4,4,1.0
2026,0,110,4,6,1.0
2026,0,110,4,8,1.0
2026,0,110,5,2,1.0
2026,0,110,5,4,1.0
2026,0,110,5,6,1.0
2026,0,110,5,8,1.0
2026,0,110,6,2,1.0
2026,0,110,6,4,1.0
2026,0,110,6,6,1.0
2026,0,110,6,8,1.0
2026,0,110,7,2,1.0
2026,0,110,7,4,1.0
2026,0,110,7,6,1.0
2026,0,110,7,8,1.0
2026,0,110,8,2,1.0
2026,0,110,8,4,1.0
2026,0,110,8,6,1.0
2026,0,110,8,8,1.0
2026,0,110,9,2,1.0
2026,0,110,9,4,1.0
2026,0,110,9,6,1.0
2026,0,110,9,8,1.0
2026,0,403,0,2,1.0
2026,0,403,0,4,1.0
2026,0,403,0,6,1.0
2026,0,403,0,8,1.0
2026,0,403,1,2,1.0
2026,0,403,1,4,1.0
2026,0,403,1,6,1.0
2026,0,403,1,8,1.0
2026,0,403,2,2,1.0
2026,0,403,2,4,1.0
2026,0,403,2,6,1.0
2026,0,403,2,8,1.0
2026,0,403,3,2,1.0
2026,0,403,3,4,1.0
2026,0,403,3,6,1.0
2026,0,403,3,8,1.0
2026,0,403,4,2,1.0
2026,0,403,4,4,1.0
2026,0,403,4,6,1.0
2026,0,403,4,8,1.0
2026,0,403,5,2,1.0
2026,0,403,5,4,1.0
2026,0,403,5,6,1.0
2026,0,403,5,8,1.0
2026,0,403,6,2,1.0
2026,0,403,6,4,1.0
2026,0,403,6,6,1.0
2026,0,403,6,8,1.0
2026,0,403,7,2,1.0
2026,0,403,7,4,1.0
2026,0,403,7,6,1.0
2026,0,403,7,8,1.0
2026,0,403,8,2,1.0
2026,0,403,8,4,1.0
2026,0,403,8,6,1.0
2026,0,403,8,8,1.0
2026,0,403,9,2,1.0
2026,0,403,9,4,1.0
2026,0,403,9,6,1.0
2026,0,403,9,8,1.0
2026,0,396,0,2,1.0
2026,0,396,0,4,1.0
2026,0,396,0,6,1.0
2026,0,396,0,8,1.0
2026,0,396,1,2,1.0
2026,0,396,1,4,1.0
2026,0,396,1,6,1.0
2026,0,396,1,8,1.0
2026,0,396,2,2,1.0
2026,0,396,2,4,1.0
2026,0,396,2,6,1.0
2026,0,396,2,8,1.0
2026,0,396,3,2,1.0
2026,0,396,3,4,1.0
2026,0,396,3,6,1.0
2026,0,396,3,8,1.0
2026,0,396,4,2,1.0
2026,0,396,4,4,1.0
2026,0,396,4,6,1.0
2026,0,396,4,8,1.0
2026,0,396,5,2,1.0
2026,0,396,5,4,1.0
2026,0,396,5,6,1.0
2026,0,396,5,8,1.0
2026,0,396,6,2,1.0
2026,0,396,6,4,1.0
2026,0,396,6,6,1.0
2026,0,396,6,8,1.0
2026,0,396,7,2,1.0
2026,0,396,7,4,1.0
2026,0,396,7,6,1.0
2026,0,396,7,8,1.0
2026,0,396,8,2,1.0
2026,0,396,8,4,1.0
2026,0,396,8,6,1.0
2026,0,396,8,8,1.0
2026,0,396,9,2,1.0
2026,0,396,9,4,1.0
2026,0,396,9,6,1.0
2026,0,396,9,8,1.0
2026,0,299,0,2,1.0
2026,0,299,0,4,1.0
2026,0,299,0,6,1.0
2026,0,299,0,8,1.0
2026,0,299,1,2,1.0
2026,0,299,1,4,1.0
2026,0,299,1,6,1.0
2026,0,299,1,8,1.0
2026,0,299,2,2,1.0
2026,0,299,2,4,1.0
2026,0,299,2,6,1.0
2026,0,299,2,8,1.0
2026,0,299,3,2,1.0
2026,0,299,3,4,1.0
2026,0,299,3,6,1.0
2026,0,299,3,8,1.0
2026,0,299,4,2,1.0
2026,0,299,4,4,1.0
2026,0,299,4,6,1.0
2026,0,299,4,8,1.0
2026,0,299,5,2,1.0
2026,0,299,5,4,1.0
2026,0,299,5,6,1.0
2026,0,299,5,8,1.0
2026,0,299,6,2,1.0
2026,0,299,6,4,1.0
2026,0,299,6,6,1.0
2026,0,299,6,8,1.0
2026,0,299,7,2,1.0
2026,0,299,7,4,1.0
2026,0,299,7,6,1.0
2026,0,299,7,8,1.0
2026,0,299,8,2,1.0
2026,0,299,8,4,1.0
2026,0,299,8,6,1.0
2026,0,299,8,8,1.0
2026,0,299,9,2,1.0
2026,0,299,9,4,1.0
2026,0,299,9,6,1.0
2026,0,299,9,8,1.0
2026,0,167,0,2,1.0
2026,0,167,0,4,1.0
2026,0,167,0,6,1.0
2026,0,167,0,8,1.0
2026,0,167,1,2,1.0
2026,0,167,1,4,1.0
2026,0,167,1,6,1.0
2026,0,167,1,8,1.0
2026,0,167,2,2,1.0
2026,0,167,2,4,1.0
2026,0,167,2,6,1.0
2026,0,167,2,8,1.0
2026,0,167,3,2,1.0
2026,0,167,3,4,1.0
2026,0,167,3,6,1.0
2026,0,167,3,8,1.0
2026,0,167,4,2,1.0
2026,0,167,4,4,1.0
2026,0,167,4,6,1.0
2026,0,167,4,8,1.0
2026,0,167,5,2,1.0
2026,0,167,5,4,1.0
2026,0,167,5,6,1.0
2026,0,167,5,8,1.0
2026,0,167,6,2,1.0
2026,0,167,6,4,1.0
2026,0,167,6,6,1.0
2026,0,167,6,8,1.0
2026,0,167,7,2,1.0
2026,0,167,7,4,1.0
2026,0,167,7,6,1.0
2026,0,167,7,8,1.0
2026,0,167,8,2,1.0
2026,0,167,8,4,1.0
2026,0,167,8,6,1.0
2026,0,167,8,8,1.0
2026,0,167,9,2,1.0
2026,0,167,9,4,1.0
2026,0,167,9,6,1.0
2026,0,167,9,8,1.0
2026,0,346,0,2,1.0
2026,0,346,0,4,1.0
2026,0,346,0,6,1.0
2026,0,346,0,8,1.0
2026,0,346,1,2,1.0
2026,0,346,1,4,1.0
2026,0,346,1,6,1.0
2026,0,346,1,8,1.0
2026,0,346,2,2,1.0
2026,0,346,2,4,1.0
2026,0,346,2,6,1.0
2026,0,346,2,8,1.0
2026,0,346,3,2,1.0
2026,0,346,3,4,1.0
2026,0,346,3,6,1.0
2026,0,346,3,8,1.0
2026,0,346,4,2,1.0
2026,0,346,4,4,1.0
2026,0,346,4,6,1.0
2026,0,346,4,8,1.0
2026,0,346,5,2,1.0
2026,0,346,5,4,1.0
2026,0,346,5,6,1.0
2026,0,346,5,8,1.0
2026,0,346,6,2,1.0
2026,0,346,6,4,1.0
2026,0,346,6,6,1.0
2026,0,346,6,8,1.0
2026,0,346,7,2,1.0
2026,0,346,7,4,1.0
2026,0,346,7,6,1.0
2026,0,346,7,8,1.0
2026,0,346,8,2,1.0
2026,0,346,8,4,1.0
2026,0,346,8,6,1.0
2026,0,346,8,8,1.0
2026,0,346,9,2,1.0
2026,0,346,9,4,1.0
2026,0,346,9,6,1.0
2026,0,346,9,8,1.0
2026,0,260,0,2,1.0
2026,0,260,0,4,1.0
2026,0,260,0,6,1.0
2026,0,260,0,8,1.0
2026,0,260,1,2,1.0
2026,0,260,1,4,1.0
2026,0,260,1,6,1.0
2026,0,260,1,8,1.0
2026,0,260,2,2,1.0
2026,0,260,2,4,1.0
2026,0,260,2,6,1.0
2026,0,260,2,8,1.0
2026,0,260,3,2,1.0
2026,0,260,3,4,1.0
2026,0,260,3,6,1.0
2026,0,260,3,8,1.0
2026,0,260,4,2,1.0
2026,0,260,4,4,1.0
2026,0,260,4,6,1.0
2026,0,260,4,8,1.0
2026,0,260,5,2,1.0
2026,0,260,5,4,1.0
2026,0,260,5,6,1.0
2026,0,260,5,8,1.0
2026,0,260,6,2,1.0
2026,0,260,6,4,1.0
2026,0,260,6,6,1.0
2026,0,260,6,8,1.0
2026,0,260,7,2,1.0
2026,0,260,7,4,1.0
2026,0,260,7,6,1.0
2026,0,260,7,8,1.0
2026,0,260,8,2,1.0
2026,0,260,8,4,1.0
2026,0,260,8,6,1.0
2026,0,260,8,8,1.0
2026,0,260,9,2,1.0
2026,0,260,9,4,1.0
2026,0,260,9,6,1.0
2026,0,260,9,8,1.0
2026,0,145,0,2,1.0
2026,0,145,0,4,1.0
2026,0,145,0,6,1.0
2026,0,145,0,8,1.0
2026,0,145,1,2,1.0
2026,0,145,1,4,1.0
2026,0,145,1,6,1.0
2026,0,145,1,8,1.0
2026,0,145,2,2,1.0
2026,0,145,2,4,1.0
2026,0,145,2,6,1.0
2026,0,145,2,8,1.0
2026,0,145,3,2,1.0
2026,0,145,3,4,1.0
2026,0,145,3,6,1.0
2026,0,145,3,8,1.0
2026,0,145,4,2,1.0
2026,0,145,4,4,1.0
2026,0,145,4,6,1.0
2026,0,145,4,8,1.0
2026,0,145,5,2,1.0
2026,0,145,5,4,1.0
2026,0,145,5,6,1.0
2026,0,145,5,8,1.0
2026,0,145,6,2,1.0
2026,0,145,6,4,1.0
2026,0,145,6,6,1.0
2026,0,145,6,8,1.0
2026,0,145,7,2,1.0
2026,0,145,7,4,1.0
2026,0,145,7,6,1.0
2026,0,145,7,8,1.0
2026,0,145,8,2,1.0
2026,0,145,8,4,1.0
2026,0,145,8,6,1.0
2026,0,145,8,8,1.0
2026,0,145,9,2,1.0
2026,0,145,9,4,1.0
2026,0,145,9,6,1.0
2026,0,145,9,8,1.0
2026,0,76,0,2,1.0
2026,0,76,0,4,1.0
2026,0,76,0,6,1.0
2026,0,76,0,8,1.0
2026,0,76,1,2,1.0
2026,0,76,1,4,1.0
2026,0,76,1,6,1.0
2026,0,76,1,8,1.0
2026,0,76,2,2,1.0
2026,0,76,2,4,1.0
2026,0,76,2,6,1.0
2026,0,76,2,8,1.0
2026,0,76,3,2,1.0
2026,0,76,3,4,1.0
2026,0,76,3,6,1.0
2026,0,76,3,8,1.0
2026,0,76,4,2,1.0
2026,0,76,4,4,1.0
2026,0,76,4,6,1.0
2026,0,76,4,8,1.0
2026,0,76,5,2,1.0
2026,0,76,5,4,1.0
2026,0,76,5,6,1.0
2026,0,76,5,8,1.0
2026,0,76,6,2,1.0
2026,0,76,6,4,1.0
2026,0,76,6,6,1.0
2026,0,76,6,8,1.0
2026,0,76,7,2,1.0
2026,0,76,7,4,1.0
2026,0,76,7,6,1.0
2026,0,76,7,8,1.0
2026,0,76,8,2,1.0
2026,0,76,8,4,1.0
2026,0,76,8,6,1.0
2026,0,76,8,8,1.0
2026,0,76,9,2,1.0
2026,0,76,9,4,1.0
2026,0,76,9,6,1.0
2026,0,76,9,8,1.0
2026,1,439,0,2,1.0
2026,1,439,0,4,1.0
2026,1,439,0,6,1.0
2026,1,439,0,8,1.0
2026,1,439,1,2,1.0
2026,1,439,1,4,1.0
2026,1,439,1,6,1.0
2026,1,439,1,8,1.0
2026,1,439,2,2,1.0
2026,1,439,2,4,1.0
2026,1,439,2,6,1.0
2026,1,439,2,8,1.0
2026,1,439,3,2,1.0
2026,1,439,3,4,1.0
2026,1,439,3,6,1.0
2026,1,439,3,8,1.0
2026,1,439,4,2,1.0
2026,1,439,4,4,1.0
2026,1,439,4,6,1.0
2026,1,439,4,8,1.0
2026,1,439,5,2,1.0
2026,1,439,5,4,1.0
2026,1,439,5,6,1.0
2026,1,439,5,8,1.0
2026,1,439,6,2,1.0
2026,1,439,6,4,1.0
2026,1,439,6,6,1.0
2026,1,439,6,8,1.0
2026,1,439,7,2,1.0
2026,1,439,7,4,1.0
2026,1,439,7,6,1.0
2026,1,439,7,8,1.0
2026,1,439,8,2,1.0
2026,1,439,8,4,1.0
2026,1,439,8,6,1.0
2026,1,439,8,8,1.0
2026,1,439,9,2,1.0
2026,1,439,9,4,1.0
2026,1,439,9,6,1.0
2026,1,439,9,8,1.0
2026,1,546,0,2,1.0
2026,1,546,0,4,1.0
2026,1,546,0,6,1.0
2026,1,546,0,8,1.0
2026,1,546,1,2,1.0
2026,1,546,1,4,1.0
2026,1,546,1,6,1.0
2026,1,546,1,8,1.0
2026,1,546,2,2,1.0
2026,1,546,2,4,1.0
2026,1,546,2,6,1.0
2026,1,546,2,8,1.0
2026,1,546,3,2,1.0
2026,1,546,3,4,1.0
2026,1,546,3,6,1.0
2026,1,546,3,8,1.0
2026,1,546,4,2,1.0
2026,1,546,4,4,1.0
2026,1,546,4,6,1.0
2026,1,546,4,8,1.0
2026,1,546,5,2,1.0
2026,1,546,5,4,1.0
2026,1,546,5,6,1.0
2026,1,546,5,8,1.0
2026,1,546,6,2,1.0
2026,1,546,6,4,1.0
2026,1,546,6,6,1.0
2026,1,546,6,8,1.0
2026,1,546,7,2,1.0
2026,1,546,7,4,1.0
2026,1,546,7,6,1.0
2026,1,546,7,8,1.0
2026,1,546,8,2,1.0
2026,1,546,8,4,1.0
2026,1,546,8,6,1.0
2026,1,546,8,8,1.0
2026,1,546,9,2,1.0
2026,1,546,9,4,1.0
2026,1,546,9,6,1.0
2026,1,546,9,8,1.0
2026,1,94,0,2,1.0
2026,1,94,0,4,1.0
2026,1,94,0,6,1.0
2026,1,94,0,8,1.0
2026,1,94,1,2,1.0
2026,1,94,1,4,1.0
2026,1,94,1,6,1.0
2026,1,94,1,8,1.0
2026,1,94,2,2,1.0
2026,1,94,2,4,1.0
2026,1,94,2,6,1.0
2026,1,94,2,8,1.0
2026,1,94,3,2,1.0
2026,1,94,3,4,1.0
2026,1,94,3,6,1.0
2026,1,94,3,8,1.0
2026,1,94,4,2,1.0
2026,1,94,4,4,1.0
2026,1,94,4,6,1.0
2026,1,94,4,8,1.0
2026,1,94,5,2,1.0
2026,1,94,5,4,1.0
2026,1,94,5,6,1.0
2026,1,94,5,8,1.0
2026,1,94,6,2,1.0
2026,1,94,6,4,1.0
2026,1,94,6,6,1.0
2026,1,94,6,8,1.0
2026,1,94,7,2,1.0
2026,1,94,7,4,1.0
2026,1,94,7,6,1.0
2026,1,94,7,8,1.0
2026,1,94,8,2,1.0
2026,1,94,8,4,1.0
2026,1,94,8,6,1.0
2026,1,94,8,8,1.0
2026,1,94,9,2,1.0
2026,1,94,9,4,1.0
2026,1,94,9,6,1.0
2026,1,94,9,8,1.0
2026,1,526,0,2,1.0
2026,1,526,0,4,1.0
2026,1,526,0,6,1.0
2026,1,526,0,8,1.0
2026,1,526,1,2,1.0
2026,1,526,1,4,1.0
2026,1,526,1,6,1.0
2026,1,526,1,8,1.0
2026,1,526,2,2,1.0
