data_seed,model_seed,node_index,top_k,fidelity_plus,fidelity_minus,characterization,sparsity,random_edge_delta_mean,causal_edge_precision,causal_edge_recall,random_causal_edge_precision,random_causal_edge_recall
2026,0,61,2,0.09657272696495056,0.04797211289405823,0.17535738196370185,0.8,0.006647808849811554,1.0,0.5,0.275,0.1375
2026,0,61,4,0.09657272696495056,0.003056138753890991,0.1760880234455511,0.6,0.02929360568523407,1.0,1.0,0.375,0.375
2026,0,61,6,0.09657272696495056,0.0003765523433685303,0.17612971932078078,0.4,0.05669148489832878,0.6666666666666666,1.0,0.4416666666666667,0.6625
2026,0,61,8,0.09657272696495056,0.0,0.17613556235752942,0.19999999999999996,0.08213009014725685,0.5,1.0,0.3875,0.775
2026,0,69,2,0.06469246000051498,0.0036714300513267517,0.12149607658928599,0.7142857142857143,0.0092384222894907,1.0,0.5,0.55,0.275
2026,0,69,4,0.06469246000051498,0.0010062232613563538,0.12151584313161755,0.4285714285714286,0.025475365668535234,1.0,1.0,0.55,0.55
2026,0,69,6,0.06469246000051498,0.0,0.12152328006621498,0.1428571428571429,0.054932881891727445,0.6666666666666666,1.0,0.575,0.8625
2026,0,69,8,0.06469246000051498,0.0,0.12152328006621498,0.0,0.06469246000051498,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,72,2,0.04013341665267944,0.01728987693786621,0.07711739535189308,0.7142857142857143,0.02257753163576126,1.0,0.5,0.625,0.3125
2026,0,72,4,0.0697941780090332,0.03763964772224426,0.1301494064402292,0.4285714285714286,0.02558603435754776,0.75,0.75,0.625,0.625
2026,0,72,6,0.015345126390457153,0.0,0.030226424476983385,0.1428571428571429,0.01854995936155319,0.6666666666666666,1.0,0.5833333333333333,0.875
2026,0,72,8,0.015345126390457153,0.0,0.030226424476983385,0.0,0.015345126390457153,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,75,2,0.008408784866333008,0.01916790008544922,0.016674616354947637,0.8461538461538461,0.009720396995544434,0.5,0.25,0.325,0.1625
2026,0,75,4,0.013832390308380127,0.005909919738769531,0.02728511843592756,0.6923076923076923,0.010427269339561462,0.5,0.5,0.3125,0.3125
2026,0,75,6,0.013832390308380127,0.01552724838256836,0.027281460900958194,0.5384615384615384,0.012921714782714843,0.5,0.75,0.24166666666666664,0.3625
2026,0,75,8,0.013832390308380127,0.01338803768157959,0.027282280538388094,0.3846153846153846,0.012864890694618224,0.375,0.75,0.29375,0.5875
2026,0,76,2,0.016945600509643555,0.030547916889190674,0.03330897463858745,0.7142857142857143,0.009459602832794189,1.0,0.5,0.575,0.2875
2026,0,76,4,0.025622427463531494,0.0022826790809631348,0.049961783903658345,0.4285714285714286,0.017312806844711304,0.75,0.75,0.5375,0.5375
2026,0,76,6,0.025622427463531494,0.0,0.04996463957384076,0.1428571428571429,0.024169766902923585,0.6666666666666666,1.0,0.5583333333333333,0.8375
2026,0,76,8,0.025622427463531494,0.0,0.04996463957384076,0.0,0.025622427463531494,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,94,2,0.0008456707000732422,0.09467922896146774,0.001689762972828893,0.8,0.0035718951374292375,0.5,0.25,0.375,0.1875
2026,0,94,4,0.001583203673362732,0.09467922896146774,0.0031608796746868764,0.6,0.024891234934329987,0.25,0.25,0.3875,0.3875
2026,0,94,6,0.010295458137989044,0.01333732157945633,0.020378276538391953,0.4,0.056135252490639685,0.3333333333333333,0.5,0.4666666666666666,0.7
2026,0,94,8,0.09467922896146774,0.0,0.17298077182169758,0.19999999999999996,0.05162383504211902,0.5,1.0,0.3875,0.775
2026,0,107,2,0.07548782229423523,0.035142868757247925,0.14002079486222832,0.8,0.026286738365888594,1.0,0.5,0.4,0.2
2026,0,107,4,0.09439754486083984,0.0018890202045440674,0.17248236304788528,0.6,0.03417350426316261,0.75,0.75,0.3875,0.3875
2026,0,107,6,0.09439754486083984,0.0012511909008026123,0.1724918812016611,0.4,0.06375708431005478,0.5,0.75,0.4583333333333333,0.6875
2026,0,107,8,0.09439754486083984,0.0,0.17251052015626211,0.19999999999999996,0.07999961823225021,0.5,1.0,0.40625,0.8125
2026,0,110,2,0.00793999433517456,0.01087157428264618,0.015753530929286007,0.8,0.007235433161258698,0.5,0.25,0.325,0.1625
2026,0,110,4,0.03823694586753845,0.002979263663291931,0.07364935045533663,0.6,0.01953258514404297,0.75,0.75,0.4375,0.4375
2026,0,110,6,0.03823694586753845,0.00019419193267822266,0.07365692870781258,0.4,0.0254206545650959,0.5,0.75,0.4,0.6
2026,0,110,8,0.03823694586753845,0.0,0.07365745559283313,0.19999999999999996,0.025453700870275497,0.5,1.0,0.40625,0.8125
2026,0,111,2,0.011514171957969666,0.010952785611152649,0.022763340373554493,0.7142857142857143,0.017248579114675523,0.5,0.25,0.65,0.325
2026,0,111,4,0.046455636620521545,0.02460382878780365,0.08868732186712482,0.4285714285714286,0.03152494728565216,0.5,0.5,0.65,0.65
2026,0,111,6,0.046455636620521545,0.0,0.08878663365137543,0.1428571428571429,0.04761805534362793,0.6666666666666666,1.0,0.5583333333333333,0.8375
2026,0,111,8,0.046455636620521545,0.0,0.08878663365137543,0.0,0.046455636620521545,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,126,2,0.024155214428901672,0.002663850784301758,0.04716803176102431,0.7142857142857143,0.016550038009881973,1.0,0.5,0.675,0.3375
2026,0,126,4,0.13815797865390778,0.008962824940681458,0.2425084670737914,0.4285714285714286,0.05392405614256859,0.75,0.75,0.5625,0.5625
2026,0,126,6,0.13815797865390778,0.0,0.24277469603526625,0.1428571428571429,0.11322002634406089,0.6666666666666666,1.0,0.5583333333333333,0.8375
2026,0,126,8,0.13815797865390778,0.0,0.24277469603526625,0.0,0.13815797865390778,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,129,2,0.029221773147583008,0.028681159019470215,0.05673664501833396,0.5,0.033288364112377164,1.0,0.5,1.0,0.5
2026,0,129,4,0.029221773147583008,0.0,0.056784210964011185,0.0,0.029221773147583008,1.0,1.0,1.0,1.0
2026,0,129,6,0.029221773147583008,0.0,0.056784210964011185,0.0,0.029221773147583008,1.0,1.0,1.0,1.0
2026,0,129,8,0.029221773147583008,0.0,0.056784210964011185,0.0,0.029221773147583008,1.0,1.0,1.0,1.0
2026,0,132,2,0.09767761081457138,0.013907380402088165,0.17774832417669734,0.8,0.008118486776947976,1.0,0.5,0.325,0.1625
2026,0,132,4,0.09767761081457138,0.006468482315540314,0.17786835242091592,0.6,0.015162890404462814,0.75,0.75,0.375,0.375
2026,0,132,6,0.09767761081457138,0.0029791444540023804,0.17792409160086645,0.4,0.040868178382515906,0.5,0.75,0.4333333333333333,0.65
2026,0,132,8,0.09767761081457138,0.0,0.17797140044076543,0.19999999999999996,0.06055721119046211,0.5,1.0,0.3875,0.775
2026,0,141,2,0.07178746908903122,0.006914231926202774,0.13389596318205435,0.8,0.0033669037744402885,1.0,0.5,0.55,0.275
2026,0,141,4,0.07178746908903122,0.004356026649475098,0.13391915980520375,0.6,0.01795619111508131,0.75,0.75,0.425,0.425
2026,0,141,6,0.07178746908903122,0.000619351863861084,0.13395284312997896,0.4,0.025544705986976623,0.5,0.75,0.39166666666666666,0.5875
2026,0,141,8,0.07178746908903122,0.0,0.13395840343244017,0.19999999999999996,0.051765318214893344,0.5,1.0,0.40625,0.8125
2026,0,143,2,0.06548835337162018,0.04938808083534241,0.12253516894772111,0.5,0.055389505624771115,1.0,0.5,1.0,0.5
2026,0,143,4,0.09995506703853607,0.0,0.18174390942650065,0.0,0.09995506703853607,1.0,1.0,1.0,1.0
2026,0,143,6,0.09995506703853607,0.0,0.18174390942650065,0.0,0.09995506703853607,1.0,1.0,1.0,1.0
2026,0,143,8,0.09995506703853607,0.0,0.18174390942650065,0.0,0.09995506703853607,1.0,1.0,1.0,1.0
2026,0,145,2,0.004920631647109985,0.002568662166595459,0.00979295169002551,0.7142857142857143,0.006695306301116944,1.0,0.5,0.475,0.2375
2026,0,145,4,0.006787538528442383,0.0012605786323547363,0.013483442160730712,0.4285714285714286,0.012983527779579163,0.75,0.75,0.5875,0.5875
2026,0,145,6,0.005392551422119141,0.0,0.010727255566975154,0.1428571428571429,0.01531578302383423,0.6666666666666666,1.0,0.5499999999999999,0.825
2026,0,145,8,0.005392551422119141,0.0,0.010727255566975154,0.0,0.005392551422119141,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,155,2,0.018655452877283096,0.01594705879688263,0.03661673400112095,0.7142857142857143,0.011213061586022376,1.0,0.5,0.575,0.2875
2026,0,155,4,0.021280530840158463,0.01912195235490799,0.04165729055554458,0.4285714285714286,0.04949912428855896,0.75,0.75,0.5875,0.5875
2026,0,155,6,0.10190955549478531,0.0,0.18496900219551202,0.1428571428571429,0.07749437037855386,0.6666666666666666,1.0,0.5916666666666666,0.8875
2026,0,155,8,0.10190955549478531,0.0,0.18496900219551202,0.0,0.10190955549478531,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,157,2,0.03299158811569214,0.0012674331665039062,0.0638732229436296,0.8,0.02109586223959923,1.0,0.5,0.475,0.2375
2026,0,157,4,0.03299158811569214,0.0349959135055542,0.06380191450032383,0.6,0.03915165439248085,0.5,0.5,0.4125,0.4125
2026,0,157,6,0.11839962005615234,0.007630646228790283,0.2115582217551967,0.4,0.07553232982754707,0.5,0.75,0.39999999999999997,0.6
2026,0,157,8,0.11839962005615234,0.0,0.2117304368365357,0.19999999999999996,0.08311263024806977,0.5,1.0,0.3875,0.775
2026,0,159,2,0.017937369644641876,0.034715019166469574,0.03522026020912036,0.5,0.041419530659914015,1.0,0.5,1.0,0.5
2026,0,159,4,0.12896326929330826,0.0,0.22846317998287896,0.0,0.12896326929330826,1.0,1.0,1.0,1.0
2026,0,159,6,0.12896326929330826,0.0,0.22846317998287896,0.0,0.12896326929330826,1.0,1.0,1.0,1.0
2026,0,159,8,0.12896326929330826,0.0,0.22846317998287896,0.0,0.12896326929330826,1.0,1.0,1.0,1.0
2026,0,163,2,0.027947336435317993,0.021452516317367554,0.05434264577975176,0.8181818181818181,0.009249923378229141,1.0,0.5,0.325,0.1625
2026,0,163,4,0.07718949019908905,0.0028703510761260986,0.1432868995067228,0.6363636363636364,0.030064232647418976,0.75,0.75,0.4625,0.4625
2026,0,163,6,0.07718949019908905,0.0038685500621795654,0.14327658376286181,0.4545454545454546,0.03824910819530487,0.5,0.75,0.38333333333333336,0.575
2026,0,163,8,0.07718949019908905,0.0,0.14331645620646127,0.2727272727272727,0.05253854617476463,0.5,1.0,0.36875,0.7375
2026,0,166,2,0.09736528992652893,0.11179870367050171,0.17549291531637815,0.8,0.043624259531497955,1.0,0.5,0.35,0.175
2026,0,166,4,0.09736528992652893,0.08939039707183838,0.17592058815648162,0.6,0.0654766395688057,0.5,0.5,0.4625,0.4625
2026,0,166,6,0.07441407442092896,0.010908037424087524,0.13841456531851398,0.4,0.07384565472602844,0.5,0.75,0.42499999999999993,0.6375
2026,0,166,8,0.07441407442092896,0.0,0.13852028969563807,0.19999999999999996,0.07753803133964539,0.5,1.0,0.40625,0.8125
2026,0,167,2,0.05826646089553833,0.03863433003425598,0.10987369565934706,0.8,0.03539774119853974,0.5,0.25,0.4,0.2
2026,0,167,4,0.06673073768615723,0.03863433003425598,0.12479888046585226,0.6,0.03720815554261207,0.25,0.25,0.425,0.425
2026,0,167,6,0.05579543113708496,0.02080175280570984,0.1055751151233425,0.4,0.04715917631983757,0.5,0.75,0.3583333333333333,0.5375
2026,0,167,8,0.05579543113708496,0.0,0.1056936400586497,0.19999999999999996,0.05454996377229691,0.5,1.0,0.4,0.8
2026,0,168,2,0.022471699863672256,0.02485787868499756,0.04393102944128264,0.5,0.0325802942737937,1.0,0.5,1.0,0.5
2026,0,168,4,0.08626557886600494,0.0,0.15882962793695618,0.0,0.08626557886600494,1.0,1.0,1.0,1.0
2026,0,168,6,0.08626557886600494,0.0,0.15882962793695618,0.0,0.08626557886600494,1.0,1.0,1.0,1.0
2026,0,168,8,0.08626557886600494,0.0,0.15882962793695618,0.0,0.08626557886600494,1.0,1.0,1.0,1.0
2026,0,173,2,0.009129837155342102,6.362795829772949e-06,0.01809447366160413,0.5,0.015796779841184615,1.0,0.5,1.0,0.5
2026,0,173,4,0.08645927906036377,0.0,0.15915788235549708,0.0,0.08645927906036377,1.0,1.0,1.0,1.0
2026,0,173,6,0.08645927906036377,0.0,0.15915788235549708,0.0,0.08645927906036377,1.0,1.0,1.0,1.0
2026,0,173,8,0.08645927906036377,0.0,0.15915788235549708,0.0,0.08645927906036377,1.0,1.0,1.0,1.0
2026,0,180,2,0.009704016149044037,0.002315513789653778,0.01922107775334122,0.7142857142857143,0.011132017523050309,1.0,0.5,0.525,0.2625
2026,0,180,4,0.08720871061086655,0.0003829002380371094,0.1604218772553989,0.4285714285714286,0.03563215881586075,1.0,1.0,0.6,0.6
2026,0,180,6,0.08720871061086655,0.0,0.16042680629714026,0.1428571428571429,0.05813885107636452,0.6666666666666666,1.0,0.5666666666666667,0.85
2026,0,180,8,0.08720871061086655,0.0,0.16042680629714026,0.0,0.08720871061086655,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,184,2,0.007127285003662109,0.004905879497528076,0.01415319881081146,0.8,0.006363606452941895,0.5,0.25,0.425,0.2125
2026,0,184,4,0.0471767783164978,0.01741158962249756,0.0900309237905577,0.6,0.015203186869621277,0.5,0.5,0.375,0.375
2026,0,184,6,0.0471767783164978,0.003797382116317749,0.09008732630406745,0.4,0.019485308229923247,0.5,0.75,0.3666666666666666,0.55
2026,0,184,8,0.0471767783164978,0.0,0.09010279695533724,0.19999999999999996,0.03337001502513885,0.5,1.0,0.3875,0.775
2026,0,189,2,0.01306082308292389,0.0018727481365203857,0.025784250771598342,0.7142857142857143,0.00948803946375847,1.0,0.5,0.5,0.25
2026,0,189,4,0.11273488402366638,0.00040480494499206543,0.20261836033145708,0.4285714285714286,0.03436564914882183,0.75,0.75,0.5625,0.5625
2026,0,189,6,0.11273488402366638,0.0,0.20262667350917463,0.1428571428571429,0.0772851463407278,0.6666666666666666,1.0,0.5666666666666667,0.85
2026,0,189,8,0.11273488402366638,0.0,0.20262667350917463,0.0,0.11273488402366638,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,193,2,0.011735387146472931,0.04159441590309143,0.023186858211551847,0.5,0.025153639912605285,1.0,0.5,1.0,0.5
2026,0,193,4,0.09418907761573792,0.0,0.17216234294894991,0.0,0.09418907761573792,1.0,1.0,1.0,1.0
2026,0,193,6,0.09418907761573792,0.0,0.17216234294894991,0.0,0.09418907761573792,1.0,1.0,1.0,1.0
2026,0,193,8,0.09418907761573792,0.0,0.17216234294894991,0.0,0.09418907761573792,1.0,1.0,1.0,1.0
2026,0,198,2,0.07157960534095764,0.039716631174087524,0.13322835740189698,0.7142857142857143,0.019743014872074128,1.0,0.5,0.55,0.275
2026,0,198,4,0.01511332392692566,0.013922274112701416,0.02977036618780453,0.4285714285714286,0.030464975535869597,1.0,1.0,0.525,0.525
2026,0,198,6,0.01511332392692566,0.0,0.02977662408855075,0.1428571428571429,0.02129269242286682,0.6666666666666666,1.0,0.5666666666666667,0.85
2026,0,198,8,0.01511332392692566,0.0,0.02977662408855075,0.0,0.01511332392692566,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,203,2,0.002940915524959564,0.012479372322559357,0.00586436649678366,0.7142857142857143,0.009271410480141639,1.0,0.5,0.7,0.35
2026,0,203,4,0.0024858862161636353,0.002448439598083496,0.004959413634563026,0.4285714285714286,0.023899953067302703,0.75,0.75,0.5375,0.5375
2026,0,203,6,0.08343813568353653,0.0,0.15402473465805366,0.1428571428571429,0.06480206623673439,0.6666666666666666,1.0,0.5583333333333333,0.8375
2026,0,203,8,0.08343813568353653,0.0,0.15402473465805366,0.0,0.08343813568353653,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,217,2,0.08463532477617264,0.008091345429420471,0.1559629940595993,0.5,0.027426182851195337,1.0,0.5,1.0,0.5
2026,0,217,4,0.08463532477617264,0.0,0.1560622687512748,0.0,0.08463532477617264,1.0,1.0,1.0,1.0
2026,0,217,6,0.08463532477617264,0.0,0.1560622687512748,0.0,0.08463532477617264,1.0,1.0,1.0,1.0
2026,0,217,8,0.08463532477617264,0.0,0.1560622687512748,0.0,0.08463532477617264,1.0,1.0,1.0,1.0
2026,0,223,2,0.004945531487464905,0.07250533998012543,0.00983860216957999,0.7142857142857143,0.009260988980531692,0.5,0.25,0.525,0.2625
2026,0,223,4,0.07250533998012543,0.006874114274978638,0.13514418168425504,0.4285714285714286,0.02770308926701546,0.75,0.75,0.55,0.55
2026,0,223,6,0.07250533998012543,0.0,0.13520742000495592,0.1428571428571429,0.06173363104462624,0.6666666666666666,1.0,0.5916666666666666,0.8875
2026,0,223,8,0.07250533998012543,0.0,0.13520742000495592,0.0,0.07250533998012543,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,230,2,0.01222163438796997,0.0018993616104125977,0.02414758421837284,0.8,0.008095710724592208,0.5,0.25,0.425,0.2125
2026,0,230,4,0.08612579107284546,0.006852969527244568,0.15850593463220905,0.6,0.03031931146979332,0.5,0.5,0.3875,0.3875
2026,0,230,6,0.08612579107284546,0.003703176975250244,0.15854593373939363,0.4,0.03387286737561226,0.5,0.75,0.3833333333333333,0.575
2026,0,230,8,0.08612579107284546,0.0,0.15859266353996207,0.19999999999999996,0.0574561819434166,0.5,1.0,0.39375,0.7875
2026,0,237,2,0.034796565771102905,0.02706962823867798,0.06719009765600738,0.5,0.02080131322145462,1.0,0.5,1.0,0.5
2026,0,237,4,0.011451661586761475,0.0,0.022644011615535146,0.0,0.011451661586761475,1.0,1.0,1.0,1.0
2026,0,237,6,0.011451661586761475,0.0,0.022644011615535146,0.0,0.011451661586761475,1.0,1.0,1.0,1.0
2026,0,237,8,0.011451661586761475,0.0,0.022644011615535146,0.0,0.011451661586761475,1.0,1.0,1.0,1.0
2026,0,247,2,0.02013230323791504,0.008519694209098816,0.03946329255378936,0.8571428571428572,0.00673256516456604,1.0,0.5,0.35,0.175
2026,0,247,4,0.05993586778640747,0.014108657836914062,0.11300194252644123,0.7142857142857143,0.017326151579618455,0.75,0.75,0.3,0.3
2026,0,247,6,0.08742977678775787,0.0025913864374160767,0.16076719486632848,0.5714285714285714,0.030471638590097428,0.6666666666666666,1.0,0.2833333333333333,0.425
2026,0,247,8,0.08742977678775787,0.004016324877738953,0.16074866016602166,0.4285714285714286,0.044836246967315675,0.5,1.0,0.2875,0.575
2026,0,251,2,0.004644930362701416,0.013510465621948242,0.009246323992816321,0.8181818181818181,0.0065675370395183565,1.0,0.5,0.325,0.1625
2026,0,251,4,0.004644930362701416,0.0095205157995224,0.009246498553279227,0.6363636363636364,0.014585401117801666,0.5,0.5,0.2625,0.2625
2026,0,251,6,0.06548653542995453,0.000537186861038208,0.12291919237567583,0.4545454545454546,0.024398767203092576,0.6666666666666666,1.0,0.3833333333333333,0.575
2026,0,251,8,0.06548653542995453,0.0,0.12292325290348005,0.2727272727272727,0.045828985422849654,0.5,1.0,0.3875,0.775
2026,0,254,2,0.014972284436225891,0.1558629721403122,0.029422704429753158,0.7142857142857143,0.03412122428417206,1.0,0.5,0.575,0.2875
2026,0,254,4,0.1558629721403122,0.00196269154548645,0.26961959160361704,0.4285714285714286,0.060102503001689914,1.0,1.0,0.5375,0.5375
2026,0,254,6,0.1558629721403122,0.0,0.2696910895098588,0.1428571428571429,0.11699713468551635,0.6666666666666666,1.0,0.5833333333333333,0.875
2026,0,254,8,0.1558629721403122,0.0,0.2696910895098588,0.0,0.1558629721403122,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,255,2,0.027356810867786407,0.022208556532859802,0.05322449792198967,0.5,0.04095613546669483,1.0,0.5,1.0,0.5
2026,0,255,4,0.06552847474813461,0.0,0.12299713485108688,0.0,0.06552847474813461,1.0,1.0,1.0,1.0
2026,0,255,6,0.06552847474813461,0.0,0.12299713485108688,0.0,0.06552847474813461,1.0,1.0,1.0,1.0
2026,0,255,8,0.06552847474813461,0.0,0.12299713485108688,0.0,0.06552847474813461,1.0,1.0,1.0,1.0
2026,0,256,2,0.04000478982925415,0.07996433973312378,0.07667558845194498,0.7142857142857143,0.032584335654973984,0.5,0.25,0.725,0.3625
2026,0,256,4,0.09786157310009003,0.008784055709838867,0.17813599131597438,0.4285714285714286,0.07037540078163147,0.75,0.75,0.5625,0.5625
2026,0,256,6,0.09786157310009003,0.0,0.1782767071876887,0.1428571428571429,0.08492549359798432,0.6666666666666666,1.0,0.5833333333333333,0.875
2026,0,256,8,0.09786157310009003,0.0,0.1782767071876887,0.0,0.09786157310009003,0.5714285714285714,1.0,0.5714285714285714,1.0
2026,0,260,2,0.03321799635887146,0.02868598699569702,0.06423907858894871,0.8461538461538461,0.016736841201782225,0.5,0.25,0.225,0.1125
2026,0,260,4,0.04984074831008911,0.029397189617156982,0.09481282912563989,0.6923076923076923,0.027092494070529938,0.5,0.5,0.175,0.175
2026,0,260,6,0.05673477053642273,0.011638224124908447,0.10730966197100963,0.5384615384615384,0.03959581553936005,0.5,0.75,0.29999999999999993,0.45
2026,0,260,8,0.05673477053642273,0.0038018226623535156,0.10735550656700242,0.3846153846153846,0.04569413363933563,0.5,1.0,0.28125,0.5625
